"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.471,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.506,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.763,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.839,
"JPN","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.933,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1980",0.767,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1981",0.707,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1982",0.638,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1983",0.651,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1984",0.62,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1985",0.604,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1986",0.429,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1987",0.43,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1988",0.435,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1989",0.433,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1990",0.456,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1991",0.566,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1992",0.573,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1993",0.59,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1994",0.585,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1995",0.591,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1996",0.543,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1997",0.408,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1998",0.776,
"USA","FAMPUBEXP","TOT","PC_GDP","A","1999",0.776,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2000",0.789,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2001",0.822,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2002",0.847,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2003",0.8,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2004",0.745,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2005",0.705,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2006",0.708,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2007",0.702,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2008",0.704,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2009",0.738,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2010",0.745,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2011",0.721,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2012",0.686,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2013",0.666,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2014",0.644,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2015",0.638,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2016",0.635,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2017",0.625,
"USA","FAMPUBEXP","TOT","PC_GDP","A","2018",0.61,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.655,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.74,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.81,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.795,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.84,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.912,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.953,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.969,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1998",1.035,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","1999",1.074,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2000",1.133,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2001",1.285,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2002",1.362,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2003",1.55,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2004",1.626,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2005",1.643,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2006",1.834,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2007",2.014,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2008",2.097,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2009",2.19,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2010",2.18,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2011",2.151,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2012",2.324,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2013",2.302,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2014",2.486,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2015",2.317,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2016",2.331,
"ISL","FAMPUBEXP","INKIND","PC_GDP","A","2017",2.355,
"EST","FAMPUBEXP","TOT","PC_GDP","A","1999",1.736,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2000",1.744,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2001",1.602,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2002",1.574,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2003",1.422,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2004",1.838,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2005",1.74,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2006",1.683,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2007",1.612,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2008",2.1,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2009",2.546,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2010",2.536,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2011",2.212,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2012",2.024,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2013",1.902,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2014",2.349,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2015",2.766,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2016",2.91,
"EST","FAMPUBEXP","TOT","PC_GDP","A","2017",2.832,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.632,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.645,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.681,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.645,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.668,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.564,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.681,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.479,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.337,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.056,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2005",0.954,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2006",0.983,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2007",0.953,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2008",0.985,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.021,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.044,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.074,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.069,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2013",0.945,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2014",0.795,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2015",0.82,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2016",0.834,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.128,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2018",1.007,
"ISR","FAMPUBEXP","INCASH","PC_GDP","A","2019",1.011,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1980",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1981",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1982",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1983",0.004,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1984",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.005,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.008,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.012,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.013,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.01,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.088,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.091,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.093,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.095,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.092,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.095,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.096,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.103,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.299,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.35,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.385,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.416,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.686,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.76,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.459,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.452,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.436,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.422,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.426,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.453,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.459,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.434,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.454,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.492,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.498,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.46,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.441,
"PRT","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.443,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1990",2.259,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1991",2.477,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1992",2.403,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1993",2.004,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1994",1.966,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1995",1.843,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1996",1.717,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1997",1.652,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1998",1.815,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","1999",1.818,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2000",1.768,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2001",1.699,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2002",1.748,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2003",1.667,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2004",1.732,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2005",2.037,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2006",2.001,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2007",2.236,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2008",2.285,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2009",2.403,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2010",2.357,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2011",2.179,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2012",2.157,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2013",2.2,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2014",2.084,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2015",2.029,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2016",2.005,
"CZE","FAMPUBEXP","TOT","PC_GDP","A","2017",1.981,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1980",1.426,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1981",1.423,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1982",1.365,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1983",1.314,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1984",1.218,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1985",1.482,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1986",1.461,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1987",1.585,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1988",1.606,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1989",1.606,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.811,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1991",2.071,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1992",2.15,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1993",2.184,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1994",2.146,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.844,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.514,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.375,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.445,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.386,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.402,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.468,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.458,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.451,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.434,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.418,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.449,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.407,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.402,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.465,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.42,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.393,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.417,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.428,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.393,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.34,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.343,
"SWE","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.244,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1980",1.483,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1981",1.517,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1982",1.512,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1983",1.489,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1984",1.446,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1985",1.441,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1986",1.436,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1987",1.438,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1988",1.44,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1989",1.446,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1990",1.58,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1991",1.661,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1992",1.728,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1993",1.774,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1994",1.812,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1995",1.776,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1996",1.775,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1997",1.749,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1998",1.875,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","1999",1.869,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2000",1.795,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2001",1.802,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2002",1.833,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2003",1.892,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2004",1.87,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2005",1.867,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2006",1.866,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2007",1.867,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2008",2.035,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2009",2.244,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2010",2.197,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2011",2.098,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2012",2.097,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2013",2.094,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2014",2.091,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2015",2.107,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2016",2.122,
"OECD","FAMPUBEXP","TOT","PC_GDP","A","2017",2.115,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1980",1.047,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1981",1.003,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1982",0.923,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1983",0.855,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1984",0.877,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1985",0.868,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1986",0.85,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1987",1.145,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1988",1.367,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1989",1.367,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.384,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1991",1.393,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1992",1.427,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.497,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.752,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.81,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.672,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.541,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.521,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.503,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.454,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.455,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.492,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.587,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.568,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.511,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.452,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.487,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.489,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.62,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.563,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.502,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.416,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.399,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.378,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.353,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.354,
"DNK","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.323,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","1999",3.128,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2000",2.994,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2001",2.877,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2002",2.946,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2003",3.209,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2004",2.953,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2005",3,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2006",3.263,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2007",3.223,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2008",3.245,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2009",3.395,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2010",3.387,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2011",3.182,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2012",3.076,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2013",2.976,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2014",2.941,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2015",2.837,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2016",2.815,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2017",2.737,
"HUN","FAMPUBEXP","TOT","PC_GDP","A","2018",2.574,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1990",2.357,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1991",2.445,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1992",2.457,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1993",2.364,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1994",2.312,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1995",2.355,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1996",2.428,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1997",2.315,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1998",2.211,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","1999",2.184,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2000",2.128,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2001",2.394,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2002",2.587,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2003",2.949,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2004",2.981,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2005",2.863,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2006",3.006,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2007",3.351,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2008",3.454,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2009",3.642,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2010",3.538,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2011",3.286,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2012",3.358,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2013",3.448,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2014",3.539,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2015",3.309,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2016",3.221,
"ISL","FAMPUBEXP","TOT","PC_GDP","A","2017",3.268,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1980",1.645,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1981",1.715,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1982",1.612,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1983",1.591,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1984",1.513,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1985",1.477,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1986",1.534,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1987",1.542,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1988",1.509,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1989",1.651,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1990",1.865,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1991",1.898,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1992",1.963,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1993",2.28,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1994",2.448,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1995",2.513,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1996",2.515,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1997",2.519,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1998",2.827,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","1999",2.941,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2000",2.971,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2001",3.071,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2002",3.355,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2003",3.745,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2004",3.691,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2005",3.598,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2006",3.383,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2007",3.16,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2008",4.055,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2009",4.089,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2010",3.941,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2011",3.525,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2012",3.614,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2013",3.615,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2014",3.45,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2015",3.369,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2016",3.227,
"LUX","FAMPUBEXP","TOT","PC_GDP","A","2017",3.297,
"AUT","FAMPUBEXP","TOT","PC_GDP","A","1980",3.164,
"AUT","FAMPUBEXP","TOT","PC_GDP","A","1985",2.854,
